borough_gss,borough_name,year,metric,value,source,geography_native,notes
E09000019,Islington,2021,life_expectancy_birth_male,78.1,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2019 to 2021 assigned to END year; higher_is_better; 95% CI 77.5-78.6"
E09000019,Islington,2022,life_expectancy_65_female,20.4,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2020 to 2022 assigned to END year; higher_is_better; 95% CI 19.9-20.8"
E09000019,Islington,2022,life_expectancy_65_male,17.2,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2020 to 2022 assigned to END year; higher_is_better; 95% CI 16.8-17.6"
E09000019,Islington,2022,life_expectancy_birth_female,82.6,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2020 to 2022 assigned to END year; higher_is_better; 95% CI 82.1-83.1"
E09000019,Islington,2022,life_expectancy_birth_male,77.9,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2020 to 2022 assigned to END year; higher_is_better; 95% CI 77.4-78.5"
E09000019,Islington,2023,life_expectancy_65_female,20.6,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2021 to 2023 assigned to END year; higher_is_better; 95% CI 20.2-21.1"
E09000019,Islington,2023,life_expectancy_65_male,17.4,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2021 to 2023 assigned to END year; higher_is_better; 95% CI 17-17.8"
E09000019,Islington,2023,life_expectancy_birth_female,83,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2021 to 2023 assigned to END year; higher_is_better; 95% CI 82.5-83.5"
E09000019,Islington,2023,life_expectancy_birth_male,78.2,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2021 to 2023 assigned to END year; higher_is_better; 95% CI 77.7-78.7"
E09000019,Islington,2024,life_expectancy_65_female,21.3,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2022 to 2024 assigned to END year; higher_is_better; 95% CI 20.9-21.8"
E09000019,Islington,2024,life_expectancy_65_male,18.1,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2022 to 2024 assigned to END year; higher_is_better; 95% CI 17.7-18.6"
E09000019,Islington,2024,life_expectancy_birth_female,83.7,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2022 to 2024 assigned to END year; higher_is_better; 95% CI 83.1-84.2"
E09000019,Islington,2024,life_expectancy_birth_male,78.7,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2022 to 2024 assigned to END year; higher_is_better; 95% CI 78.2-79.3"
E09000020,Kensington and Chelsea,2003,life_expectancy_65_female,22.2,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2001 to 2003 assigned to END year; higher_is_better; 95% CI 21.6-22.7"
E09000020,Kensington and Chelsea,2003,life_expectancy_65_male,18.7,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2001 to 2003 assigned to END year; higher_is_better; 95% CI 18.1-19.2"
E09000020,Kensington and Chelsea,2003,life_expectancy_birth_female,84.3,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2001 to 2003 assigned to END year; higher_is_better; 95% CI 83.7-85"
E09000020,Kensington and Chelsea,2003,life_expectancy_birth_male,79,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2001 to 2003 assigned to END year; higher_is_better; 95% CI 78.4-79.7"
E09000020,Kensington and Chelsea,2004,life_expectancy_65_female,22.6,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2002 to 2004 assigned to END year; higher_is_better; 95% CI 22.1-23.2"
E09000020,Kensington and Chelsea,2004,life_expectancy_65_male,19.2,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2002 to 2004 assigned to END year; higher_is_better; 95% CI 18.6-19.8"
E09000020,Kensington and Chelsea,2004,life_expectancy_birth_female,85,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2002 to 2004 assigned to END year; higher_is_better; 95% CI 84.4-85.7"
E09000020,Kensington and Chelsea,2004,life_expectancy_birth_male,79.7,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2002 to 2004 assigned to END year; higher_is_better; 95% CI 79-80.3"
E09000020,Kensington and Chelsea,2005,life_expectancy_65_female,22.7,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2003 to 2005 assigned to END year; higher_is_better; 95% CI 22.1-23.2"
E09000020,Kensington and Chelsea,2005,life_expectancy_65_male,19.5,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2003 to 2005 assigned to END year; higher_is_better; 95% CI 18.9-20.1"
E09000020,Kensington and Chelsea,2005,life_expectancy_birth_female,85,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2003 to 2005 assigned to END year; higher_is_better; 95% CI 84.4-85.6"
E09000020,Kensington and Chelsea,2005,life_expectancy_birth_male,80.4,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2003 to 2005 assigned to END year; higher_is_better; 95% CI 79.8-81.1"
E09000020,Kensington and Chelsea,2006,life_expectancy_65_female,23,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2004 to 2006 assigned to END year; higher_is_better; 95% CI 22.5-23.6"
E09000020,Kensington and Chelsea,2006,life_expectancy_65_male,20.3,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2004 to 2006 assigned to END year; higher_is_better; 95% CI 19.6-20.9"
E09000020,Kensington and Chelsea,2006,life_expectancy_birth_female,85.4,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2004 to 2006 assigned to END year; higher_is_better; 95% CI 84.7-86"
E09000020,Kensington and Chelsea,2006,life_expectancy_birth_male,81.4,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2004 to 2006 assigned to END year; higher_is_better; 95% CI 80.6-82.1"
E09000020,Kensington and Chelsea,2007,life_expectancy_65_female,22.9,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2005 to 2007 assigned to END year; higher_is_better; 95% CI 22.3-23.5"
E09000020,Kensington and Chelsea,2007,life_expectancy_65_male,20.5,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2005 to 2007 assigned to END year; higher_is_better; 95% CI 19.8-21.1"
E09000020,Kensington and Chelsea,2007,life_expectancy_birth_female,85.5,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2005 to 2007 assigned to END year; higher_is_better; 95% CI 84.8-86.1"
E09000020,Kensington and Chelsea,2007,life_expectancy_birth_male,81.5,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2005 to 2007 assigned to END year; higher_is_better; 95% CI 80.8-82.3"
E09000020,Kensington and Chelsea,2008,life_expectancy_65_female,23.3,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2006 to 2008 assigned to END year; higher_is_better; 95% CI 22.7-23.9"
E09000020,Kensington and Chelsea,2008,life_expectancy_65_male,20.5,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2006 to 2008 assigned to END year; higher_is_better; 95% CI 19.9-21.1"
E09000020,Kensington and Chelsea,2008,life_expectancy_birth_female,85.9,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2006 to 2008 assigned to END year; higher_is_better; 95% CI 85.2-86.5"
E09000020,Kensington and Chelsea,2008,life_expectancy_birth_male,81.7,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2006 to 2008 assigned to END year; higher_is_better; 95% CI 81-82.4"
E09000020,Kensington and Chelsea,2009,life_expectancy_65_female,23.2,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2007 to 2009 assigned to END year; higher_is_better; 95% CI 22.6-23.8"
E09000020,Kensington and Chelsea,2009,life_expectancy_65_male,20.5,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2007 to 2009 assigned to END year; higher_is_better; 95% CI 19.9-21.1"
E09000020,Kensington and Chelsea,2009,life_expectancy_birth_female,85.8,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2007 to 2009 assigned to END year; higher_is_better; 95% CI 85.1-86.5"
E09000020,Kensington and Chelsea,2009,life_expectancy_birth_male,81.4,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2007 to 2009 assigned to END year; higher_is_better; 95% CI 80.7-82.2"
E09000020,Kensington and Chelsea,2010,life_expectancy_65_female,23.5,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2008 to 2010 assigned to END year; higher_is_better; 95% CI 22.9-24.1"
E09000020,Kensington and Chelsea,2010,life_expectancy_65_male,20.5,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2008 to 2010 assigned to END year; higher_is_better; 95% CI 19.9-21.1"
E09000020,Kensington and Chelsea,2010,life_expectancy_birth_female,85.9,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2008 to 2010 assigned to END year; higher_is_better; 95% CI 85.2-86.6"
E09000020,Kensington and Chelsea,2010,life_expectancy_birth_male,81.5,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2008 to 2010 assigned to END year; higher_is_better; 95% CI 80.8-82.2"
E09000020,Kensington and Chelsea,2011,life_expectancy_65_female,23.3,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2009 to 2011 assigned to END year; higher_is_better; 95% CI 22.7-23.9"
E09000020,Kensington and Chelsea,2011,life_expectancy_65_male,20.5,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2009 to 2011 assigned to END year; higher_is_better; 95% CI 19.9-21.1"
E09000020,Kensington and Chelsea,2011,life_expectancy_birth_female,85.8,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2009 to 2011 assigned to END year; higher_is_better; 95% CI 85.1-86.5"
E09000020,Kensington and Chelsea,2011,life_expectancy_birth_male,81.4,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2009 to 2011 assigned to END year; higher_is_better; 95% CI 80.8-82.1"
E09000020,Kensington and Chelsea,2012,life_expectancy_65_female,22.9,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2010 to 2012 assigned to END year; higher_is_better; 95% CI 22.3-23.4"
E09000020,Kensington and Chelsea,2012,life_expectancy_65_male,20.4,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2010 to 2012 assigned to END year; higher_is_better; 95% CI 19.8-21"
E09000020,Kensington and Chelsea,2012,life_expectancy_birth_female,85.4,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2010 to 2012 assigned to END year; higher_is_better; 95% CI 84.8-86.1"
E09000020,Kensington and Chelsea,2012,life_expectancy_birth_male,81.7,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2010 to 2012 assigned to END year; higher_is_better; 95% CI 81-82.4"
E09000020,Kensington and Chelsea,2013,life_expectancy_65_female,23.1,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2011 to 2013 assigned to END year; higher_is_better; 95% CI 22.5-23.6"
E09000020,Kensington and Chelsea,2013,life_expectancy_65_male,20.3,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2011 to 2013 assigned to END year; higher_is_better; 95% CI 19.7-20.8"
